|||Energy sector
|||Oil & gas drilling
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
5|Supermarché Leader|Consumer Staples Merchandise Retail|https://www.supermarcheleader.tn|https://www.supermarcheleader.tn/careers|https://www.supermarcheleader.tn/news
6|L'Oriental|Consumer Staples Merchandise Retail|https://www.loriental.tn|https://www.loriental.tn/careers|https://www.loriental.tn/news
7|Société Tunisienne de Distribution|Consumer Staples Merchandise Retail|https://www.std.tn|https://www.std.tn/careers|https://www.std.tn/news
8|Alimentation et Distribution|Consumer Staples Merchandise Retail|https://www.alimentationdistribution.tn|https://www.alimentationdistribution.tn/careers|https://www.alimentationdistribution.tn/news
9|Tunisian Grocery|Consumer Staples Merchandise Retail|https://www.tunisian-grocery.tn|https://www.tunisian-grocery.tn/careers|https://www.tunisian-grocery.tn/news
10|Magasin Général|Consumer Staples Merchandise Retail|https://www.magasingeneral.tn|https://www.magasingeneral.tn/careers|https://www.magasingeneral.tn/news

|||Brewers
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Société Tunisienne de Brasserie|Brewers|https://www.stb.tn|https://www.stb.tn/careers|https://www.stb.tn/news
2|Brasserie de Tunis|Brewers|https://www.bdt.tn|https://www.bdt.tn/careers|https://www.bdt.tn/news
3|Société des Brasseries de Tunisie|Brewers|https://www.sbt.tn|https://www.sbt.tn/careers|https://www.sbt.tn/news
4|Société de Brasserie de Sousse|Brewers|https://www.sbs.tn|https://www.sbs.tn/careers|https://www.sbs.tn/news
5|Brasserie du Cap Bon|Brewers|https://www.bcb.tn|https://www.bcb.tn/careers|https://www.bcb.tn/news
6|Brasserie de Ksar|Brewers|https://www.bk.tn|https://www.bk.tn/careers|https://www.bk.tn/news
7|Brasserie de la Méditerranée|Brewers|https://www.bm.tn|https://www.bm.tn/careers|https://www.bm.tn/news
8|Brasserie de Bizerte|Brewers|https://www.bb.tn|https://www.bb.tn/careers|https://www.bb.tn/news
9|Brasserie de Nabeul|Brewers|https://www.bn.tn|https://www.bn.tn/careers|https://www.bn.tn/news
10|Brasserie de Sfax|Brewers|https://www.bs.tn|https://www.bs.tn/careers|https://www.bs.tn/news

|||Distillers & vintners
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Société Tunisienne des Distilleries|Distillers & Vintners|https://www.std.tn|https://www.std.tn/careers|https://www.std.tn/news
2|Société des Vins de Tunisie|Distillers & Vintners|https://www.svt.tn|https://www.svt.tn/careers|https://www.svt.tn/news
3|Brasserie et Distillerie de Sousse|Distillers & Vintners|https://www.bds.tn|https://www.bds.tn/careers|https://www.bds.tn/news
4|Distillerie de la Mediterannée|Distillers & Vintners|https://www.dlm.tn|https://www.dlm.tn/careers|https://www.dlm.tn/news
5|Société des Vins de Carthage|Distillers & Vintners|https://www.svc.tn|https://www.svc.tn/careers|https://www.svc.tn/news
6|Société Tunisienne de Vin|Distillers & Vintners|https://www.stv.tn|https://www.stv.tn/careers|https://www.stv.tn/news
7|Distillerie de Bizerte|Distillers & Vintners|https://www.db.tn|https://www.db.tn/careers|https://www.db.tn/news
8|Vins et Distillats de Tunisie|Distillers & Vintners|https://www.vdt.tn|https://www.vdt.tn/careers|https://www.vdt.tn/news
9|Société des Vins du Sud|Distillers & Vintners|https://www.svs.tn|https://www.svs.tn/careers|https://www.svs.tn/news
10|Distillerie de Ksar|Distillers & Vintners|https://www.dk.tn|https://www.dk.tn/careers|https://www.dk.tn/news

|||Soft drinks & non-alcoholic beverages
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Coca-Cola Tunisia|Soft Drinks & Non-alcoholic Beverages|https://www.cokecotunisia.com|https://www.cokecotunisia.com/careers|https://www.cokecotunisia.com/news
2|Pepsi Tunisia|Soft Drinks & Non-alcoholic Beverages|https://www.pepsitunisia.com|https://www.pepsitunisia.com/careers|https://www.pepsitunisia.com/news
3|Société Tunisienne des Eaux Minérales|Soft Drinks & Non-alcoholic Beverages|https://www.stem.tn|https://www.stem.tn/careers|https://www.stem.tn/news
4|Société des Boissons de Tunisie|Soft Drinks & Non-alcoholic Beverages|https://www.sbt.tn|https://www.sbt.tn/careers|https://www.sbt.tn/news
5|Société des Eaux Minérales de Ksar|Soft Drinks & Non-alcoholic Beverages|https://www.semk.tn|https://www.semk.tn/careers|https://www.semk.tn/news
6|Société Tunisienne de Limonade|Soft Drinks & Non-alcoholic Beverages|https://www.stl.tn|https://www.stl.tn/careers|https://www.stl.tn/news
7|Société des Boissons Gazeuses|Soft Drinks & Non-alcoholic Beverages|https://www.sbg.tn|https://www.sbg.tn/careers|https://www.sbg.tn/news
8|Société des Jus de Fruits de Tunisie|Soft Drinks & Non-alcoholic Beverages|https://www.sjft.tn|https://www.sjft.tn/careers|https://www.sjft.tn/news
9|Société de Distribution de Boissons|Soft Drinks & Non-alcoholic Beverages|https://www.sdb.tn|https://www.sdb.tn/careers|https://www.sdb.tn/news
10|Société des Boissons Naturelles|Soft Drinks & Non-alcoholic Beverages|https://www.sbn.tn|https://www.sbn.tn/careers|https://www.sbn.tn/news

|||Agricultural products & services
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Société Tunisienne de Production Agricole|Agricultural Products & Services|https://www.stpa.tn|https://www.stpa.tn/careers|https://www.stpa.tn/news
2|Société des Semences de Tunisie|Agricultural Products & Services|https://www.sst.tn|https://www.sst.tn/careers|https://www.sst.tn/news
3|Société Tunisienne de Fertilisation|Agricultural Products & Services|https://www.stf.tn|https://www.stf.tn/careers|https://www.stf.tn/news
4|Société Tunisienne de Distribution Agricole|Agricultural Products & Services|https://www.stda.tn|https://www.stda.tn/careers|https://www.stda.tn/news
5|Société des Produits Agricoles de Tunisie|Agricultural Products & Services|https://www.spat.tn|https://www.spat.tn/careers|https://www.spat.tn/news
6|Société de Transformation des Produits Agricoles|Agricultural Products & Services|https://www.stpa.tn|https://www.stpa.tn/careers|https://www.stpa.tn/news
7|Société Tunisienne de Production de Semences|Agricultural Products & Services|https://www.stps.tn|https://www.stps.tn/careers|https://www.stps.tn/news
8|Société des Engrais et Produits Agricoles|Agricultural Products & Services|https://www.sepa.tn|https://www.sepa.tn/careers|https://www.sepa.tn/news
9|Société Tunisienne de Services Agricoles|Agricultural Products & Services|https://www.stsa.tn|https://www.stsa.tn/careers|https://www.stsa.tn/news
10|Société de Gestion des Produits Agricoles|Agricultural Products & Services|https://www.sgpa.tn|https://www.sgpa.tn/careers|https://www.sgpa.tn/news

|||Packaged foods & meats
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Société Tunisienne de Transformation Alimentaire|Packaged Foods & Meats|https://www.stta.tn|https://www.stta.tn/careers|https://www.stta.tn/news
2|Société des Viandes de Tunisie|Packaged Foods & Meats|https://www.svt.tn|https://www.svt.tn/careers|https://www.svt.tn/news
3|Société des Produits Alimentaires|Packaged Foods & Meats|https://www.spa.tn|https://www.spa.tn/careers|https://www.spa.tn/news
4|Société Tunisienne des Conserves Alimentaires|Packaged Foods & Meats|https://www.stca.tn|https://www.stca.tn/careers|https://www.stca.tn/news
5|Société de Transformation de Viande|Packaged Foods & Meats|https://www.stv.tn|https://www.stv.tn/careers|https://www.stv.tn/news
6|Société Tunisienne de Produits Laitiers|Packaged Foods & Meats|https://www.stpl.tn|https://www.stpl.tn/careers|https://www.stpl.tn/news
7|Société de Distribution Alimentaire|Packaged Foods & Meats|https://www.sda.tn|https://www.sda.tn/careers|https://www.sda.tn/news
8|Société des Produits Carnés|Packaged Foods & Meats|https://www.spc.tn|https://www.spc.tn/careers|https://www.spc.tn/news
9|Société Tunisienne de Charcuterie|Packaged Foods & Meats|https://www.stc.tn|https://www.stc.tn/careers|https://www.stc.tn/news
10|Société des Aliments de Tunisie|Packaged Foods & Meats|https://www.sat.tn|https://www.sat.tn/careers|https://www.sat.tn/news

|||Tobacco
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Société Tunisienne des Tabacs|Tobacco|https://www.stt.tn|https://www.stt.tn/careers|https://www.stt.tn/news
2|Société des Tabacs et Allumettes|Tobacco|https://www.sta.tn|https://www.sta.tn/careers|https://www.sta.tn/news
3|Société des Produits du Tabac|Tobacco|https://www.spt.tn|https://www.spt.tn/careers|https://www.spt.tn/news
4|Société Tunisienne de Distribution de Tabac|Tobacco|https://www.stdt.tn|https://www.stdt.tn/careers|https://www.stdt.tn/news
5|Société de Fabrication de Tabac|Tobacco|https://www.sft.tn|https://www.sft.tn/careers|https://www.sft.tn/news
6|Société des Cigarettes de Tunis|Tobacco|https://www.sct.tn|https://www.sct.tn/careers|https://www.sct.tn/news
7|Société Tunisienne de Vente de Tabac|Tobacco|https://www.stvt.tn|https://www.stvt.tn/careers|https://www.stvt.tn/news
8|Société de Distribution des Produits du Tabac|Tobacco|https://www.sdpt.tn|https://www.sdpt.tn/careers|https://www.sdpt.tn/news
9|Société Tunisienne des Produits de Tabac|Tobacco|https://www.stpt.tn|https://www.stpt.tn/careers|https://www.stpt.tn/news
10|Société des Marques de Tabac|Tobacco|https://www.smt.tn|https://www.smt.tn/careers|https://www.smt.tn/news

|||Household products
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Société Tunisienne de Produits Ménagers|Household Products|https://www.stpm.tn|https://www.stpm.tn/careers|https://www.stpm.tn/news
2|Société de Fabrication de Produits Ménagers|Household Products|https://www.sfpm.tn|https://www.sfpm.tn/careers|https://www.sfpm.tn/news
3|Société des Produits d'Entretien|Household Products|https://www.spe.tn|https://www.spe.tn/careers|https://www.spe.tn/news
4|Société Tunisienne des Produits de Nettoyage|Household Products|https://www.stpn.tn|https://www.stpn.tn/careers|https://www.stpn.tn/news
5|Société de Distribution de Produits Ménagers|Household Products|https://www.sdpm.tn|https://www.sdpm.tn/careers|https://www.sdpm.tn/news
6|Société des Produits d'Hygiène|Household Products|https://www.sph.tn|https://www.sph.tn/careers|https://www.sph.tn/news
7|Société Tunisienne de Fabrication de Savons|Household Products|https://www.stfs.tn|https://www.stfs.tn/careers|https://www.stfs.tn/news
8|Société des Produits de Soins Ménagers|Household Products|https://www.spsm.tn|https://www.spsm.tn/careers|https://www.spsm.tn/news
9|Société de Production de Détergents|Household Products|https://www.spd.tn|https://www.spd.tn/careers|https://www.spd.tn/news
10|Société Tunisienne de Produits de Nettoyage|Household Products|https://www.stpn.tn|https://www.stpn.tn/careers|https://www.stpn.tn/news

|||Personal care products
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Société Tunisienne de Cosmétique|Personal Care Products|https://www.stc.tn|https://www.stc.tn/careers|https://www.stc.tn/news
2|Société des Produits de Beauté|Personal Care Products|https://www.spb.tn|https://www.spb.tn/careers|https://www.spb.tn/news
3|Société Tunisienne de Soins Corporels|Personal Care Products|https://www.stsc.tn|https://www.stsc.tn/careers|https://www.stsc.tn/news
4|Société de Fabrication de Produits Cosmétiques|Personal Care Products|https://www.sfpc.tn|https://www.sfpc.tn/careers|https://www.sfpc.tn/news
5|Société des Produits d'Hygiène Personnelle|Personal Care Products|https://www.sphp.tn|https://www.sphp.tn/careers|https://www.sphp.tn/news
6|Société de Distribution de Produits de Beauté|Personal Care Products|https://www.sdpb.tn|https://www.sdpb.tn/careers|https://www.sdpb.tn/news
7|Société Tunisienne de Fabrication de Savons|Personal Care Products|https://www.stfs.tn|https://www.stfs.tn/careers|https://www.stfs.tn/news
8|Société des Produits de Soins Personnels|Personal Care Products|https://www.spsp.tn|https://www.spsp.tn/careers|https://www.spsp.tn/news
9|Société de Fabrication de Cosmétiques Naturels|Personal Care Products|https://www.sfnc.tn|https://www.sfnc.tn/careers|https://www.sfnc.tn/news
10|Société Tunisienne de Parfumerie|Personal Care Products|https://www.stp.tn|https://www.stp.tn/careers|https://www.stp.tn/news

|||Health care sector
|||Health care equipment
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Medtech Tunisia|Health Care Equipment|https://www.medtechtunisia.com|https://www.medtechtunisia.com/careers|https://www.medtechtunisia.com/news
2|Tunisia Medical|Health Care Equipment|https://www.tunisiamedical.com|https://www.tunisiamedical.com/careers|https://www.tunisiamedical.com/news
3|Santech|Health Care Equipment|https://www.santechtunisia.com|https://www.santechtunisia.com/careers|https://www.santechtunisia.com/news
4|BioMed Tunisia|Health Care Equipment|https://www.biomedtunisia.com|https://www.biomedtunisia.com/careers|https://www.biomedtunisia.com/news
5|Innovative Health|Health Care Equipment|https://www.innovativehealth.tn|https://www.innovativehealth.tn/careers|https://www.innovativehealth.tn/news
6|Tunisian Health Solutions|Health Care Equipment|https://www.tunisianhealthsolutions.com|https://www.tunisianhealthsolutions.com/careers|https://www.tunisianhealthsolutions.com/news
7|HealthEquip|Health Care Equipment|https://www.healthequip.tn|https://www.healthequip.tn/careers|https://www.healthequip.tn/news
8|MedSupply Tunisia|Health Care Equipment|https://www.medsupplytunisia.com|https://www.medsupplytunisia.com/careers|https://www.medsupplytunisia.com/news
9|Almed|Health Care Equipment|https://www.almed.tn|https://www.almed.tn/careers|https://www.almed.tn/news
10|Tunisian Medical Devices|Health Care Equipment|https://www.tunisianmedicaldevices.com|https://www.tunisianmedicaldevices.com/careers|https://www.tunisianmedicaldevices.com/news

|||Health care supplies
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisia Health Supplies|Health Care Supplies|https://www.tunisiahealthsupplies.com|https://www.tunisiahealthsupplies.com/careers|https://www.tunisiahealthsupplies.com/news
2|MedSupplies Tunisia|Health Care Supplies|https://www.medsuppliestunisia.com|https://www.medsuppliestunisia.com/careers|https://www.medsuppliestunisia.com/news
3|HealthPro|Health Care Supplies|https://www.healthpro.tn|https://www.healthpro.tn/careers|https://www.healthpro.tn/news
4|Care Supplies Tunisia|Health Care Supplies|https://www.caresuppliestunisia.com|https://www.caresuppliestunisia.com/careers|https://www.caresuppliestunisia.com/news
5|Tunisia Medical Supplies|Health Care Supplies|https://www.tunisiamedicalsupplies.com|https://www.tunisiamedicalsupplies.com/careers|https://www.tunisiamedicalsupplies.com/news
6|Pharma Supplies|Health Care Supplies|https://www.pharmasupplies.tn|https://www.pharmasupplies.tn/careers|https://www.pharmasupplies.tn/news
7|Health Supply Co.|Health Care Supplies|https://www.healthsupplyco.tn|https://www.healthsupplyco.tn/careers|https://www.healthsupplyco.tn/news
8|MedCare Supplies|Health Care Supplies|https://www.medcaresupplies.tn|https://www.medcaresupplies.tn/careers|https://www.medcaresupplies.tn/news
9|Supplies Plus|Health Care Supplies|https://www.suppliesplus.tn|https://www.suppliesplus.tn/careers|https://www.suppliesplus.tn/news
10|Advanced Health Supplies|Health Care Supplies|https://www.advancedhealthsupplies.tn|https://www.advancedhealthsupplies.tn/careers|https://www.advancedhealthsupplies.tn/news

|||Health care distributors
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisian Health Distributors|Health Care Distributors|https://www.tunisianhealthdistributors.com|https://www.tunisianhealthdistributors.com/careers|https://www.tunisianhealthdistributors.com/news
2|MedDistributors Tunisia|Health Care Distributors|https://www.meddistributorstunisia.com|https://www.meddistributorstunisia.com/careers|https://www.meddistributorstunisia.com/news
3|HealthLink Tunisia|Health Care Distributors|https://www.healthlink.tn|https://www.healthlink.tn/careers|https://www.healthlink.tn/news
4|Pharma Distributors|Health Care Distributors|https://www.pharmadistributors.tn|https://www.pharmadistributors.tn/careers|https://www.pharmadistributors.tn/news
5|CareDistributors|Health Care Distributors|https://www.caredistributors.tn|https://www.caredistributors.tn/careers|https://www.caredistributors.tn/news
6|Health Supply Chain|Health Care Distributors|https://www.healthsupplychain.tn|https://www.healthsupplychain.tn/careers|https://www.healthsupplychain.tn/news
7|Tunisian Pharma Link|Health Care Distributors|https://www.tunisianpharmalink.com|https://www.tunisianpharmalink.com/careers|https://www.tunisianpharmalink.com/news
8|Global Health Distributors|Health Care Distributors|https://www.globalhealthdistributors.tn|https://www.globalhealthdistributors.tn/careers|https://www.globalhealthdistributors.tn/news
9|MedChain Tunisia|Health Care Distributors|https://www.medchaintunisia.com|https://www.medchaintunisia.com/careers|https://www.medchaintunisia.com/news
10|Health Distribution Group|Health Care Distributors|https://www.healthdistributiongroup.tn|https://www.healthdistributiongroup.tn/careers|https://www.healthdistributiongroup.tn/news

|||Health care services
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisian Health Services|Health Care Services|https://www.tunisianhealthservices.com|https://www.tunisianhealthservices.com/careers|https://www.tunisianhealthservices.com/news
2|MedCare Tunisia|Health Care Services|https://www.medcare.tn|https://www.medcare.tn/careers|https://www.medcare.tn/news
3|HealthPlus Tunisia|Health Care Services|https://www.healthplustunisia.com|https://www.healthplustunisia.com/careers|https://www.healthplustunisia.com/news
4|CareMed Services|Health Care Services|https://www.caremedservices.tn|https://www.caremedservices.tn/careers|https://www.caremedservices.tn/news
5|Sante Services|Health Care Services|https://www.santeservices.tn|https://www.santeservices.tn/careers|https://www.santeservices.tn/news
6|Wellness Tunisia|Health Care Services|https://www.wellnesstunisia.com|https://www.wellnesstunisia.com/careers|https://www.wellnesstunisia.com/news
7|Tunisian Medical Services|Health Care Services|https://www.tunisianmedicalservices.com|https://www.tunisianmedicalservices.com/careers|https://www.tunisianmedicalservices.com/news
8|HealthCare Solutions|Health Care Services|https://www.healthcaresolutions.tn|https://www.healthcaresolutions.tn/careers|https://www.healthcaresolutions.tn/news
9|MedServices Tunisia|Health Care Services|https://www.medservicestunisia.com|https://www.medservicestunisia.com/careers|https://www.medservicestunisia.com/news
10|CareFirst Tunisia|Health Care Services|https://www.carefirst.tn|https://www.carefirst.tn/careers|https://www.carefirst.tn/news

|||Health care facilities
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Tunisian Health Facilities|Health Care Facilities|https://www.tunisianhealthfacilities.com|https://www.tunisianhealthfacilities.com/careers|https://www.tunisianhealthfacilities.com/news
2|MedFacilities Tunisia|Health Care Facilities|https://www.medfacilitiestunisia.com|https://www.medfacilitiestunisia.com/careers|https://www.medfacilitiestunisia.com/news
3|HealthCare Centers Tunisia|Health Care Facilities|https://www.healthcarecenters.tn|https://www.healthcarecenters.tn/careers|https://www.healthcarecenters.tn/news
4|Sante Facilities|Health Care Facilities|https://www.santefacilities.tn|https://www.santefacilities.tn/careers|https://www.santefacilities.tn/news
5|Wellness Facilities|Health Care Facilities|https://www.wellnessfacilities.tn|https://www.wellnessfacilities.tn/careers|https://www.wellnessfacilities.tn/news
6|Tunisian Medical Centers|Health Care Facilities|https://www.tunisianmedicalcenters.com|https://www.tunisianmedicalcenters.com/careers|https://www.tunisianmedicalcenters.com/news
7|Care Facilities Tunisia|Health Care Facilities|https://www.carefacilitiestunisia.com|https://www.carefacilitiestunisia.com/careers|https://www.carefacilitiestunisia.com/news
8|HealthHub Tunisia|Health Care Facilities|https://www.healthhub.tn|https://www.healthhub.tn/careers|https://www.healthhub.tn/news
9|MedCare Facilities|Health Care Facilities|https://www.medcarefacilities.tn|https://www.medcarefacilities.tn/careers|https://www.medcarefacilities.tn/news
10|Advanced Health Facilities|Health Care Facilities|https://www.advancedhealthfacilities.tn|https://www.advancedhealthfacilities.tn/careers|https://www.advancedhealthfacilities.tn/news

|||Managed health care
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Managed Health Care Tunisia|Managed Health Care|https://www.managedhealthcare.tn|https://www.managedhealthcare.tn/careers|https://www.managedhealthcare.tn/news
2|Tunisian Health Plans|Managed Health Care|https://www.tunisianhealthplans.com|https://www.tunisianhealthplans.com/careers|https://www.tunisianhealthplans.com/news
3|Care Management Tunisia|Managed Health Care|https://www.caremanagement.tn|https://www.caremanagement.tn/careers|https://www.caremanagement.tn/news
4|Health Solutions Tunisia|Managed Health Care|https://www.healthsolutionstunisia.com|https://www.healthsolutionstunisia.com/careers|https://www.healthsolutionstunisia.com/news
5|Tunisian Managed Care|Managed Health Care|https://www.tunisianmanagedcare.com|https://www.tunisianmanagedcare.com/careers|https://www.tunisianmanagedcare.com/news
6|MedCare Management|Managed Health Care|https://www.medcaremanagement.tn|https://www.medcaremanagement.tn/careers|https://www.medcaremanagement.tn/news
7|HealthCare Management Tunisia|Managed Health Care|https://www.healthcaremanagement.tn|https://www.healthcaremanagement.tn/careers|https://www.healthcaremanagement.tn/news
8|Wellness Management Tunisia|Managed Health Care|https://www.wellnessmanagement.tn|https://www.wellnessmanagement.tn/careers|https://www.wellnessmanagement.tn/news
9|Integrated Health Care Tunisia|Managed Health Care|https://www.integratedhealthcaretunisia.com|https://www.integratedhealthcaretunisia.com/careers|https://www.integratedhealthcaretunisia.com/news
10|CareFirst Tunisia|Managed Health Care|https://www.carefirst.tn|https://www.carefirst.tn/careers|https://www.carefirst.tn/news

|||Health care technology
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|HealthTech Tunisia|Health Care Technology|https://www.healthtechtunisia.com|https://www.healthtechtunisia.com/careers|https://www.healthtechtunisia.com/news
2|MedTech Solutions|Health Care Technology|https://www.medtechsolutions.tn|https://www.medtechsolutions.tn/careers|https://www.medtechsolutions.tn/news
3|Digital Health Tunisia|Health Care Technology|https://www.digitalhealth.tn|https://www.digitalhealth.tn/careers|https://www.digitalhealth.tn/news
4|Innovative Health Technologies|Health Care Technology|https://www.innovativehealthtech.tn|https://www.innovativehealthtech.tn/careers|https://www.innovativehealthtech.tn/news
5|eHealth Solutions|Health Care Technology|https://www.ehealthsolutions.tn|https://www.ehealthsolutions.tn/careers|https://www.ehealthsolutions.tn/news
6|Smart Health Technologies|Health Care Technology|https://www.smarthealthtechnologies.tn|https://www.smarthealthtechnologies.tn/careers|https://www.smarthealthtechnologies.tn/news
7|Health IT Tunisia|Health Care Technology|https://www.healthittunisia.com|https://www.healthittunisia.com/careers|https://www.healthittunisia.com/news
8|Telemedicine Tunisia|Health Care Technology|https://www.telemedicinetunisia.com|https://www.telemedicinetunisia.com/careers|https://www.telemedicinetunisia.com/news
9|Health Data Solutions|Health Care Technology|https://www.healthdatasolutions.tn|https://www.healthdatasolutions.tn/careers|https://www.healthdatasolutions.tn/news
10|NextGen Health Technologies|Health Care Technology|https://www.nextgenhealthtech.tn|https://www.nextgenhealthtech.tn/careers|https://www.nextgenhealthtech.tn/news

|||Biotechnology
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|BioTunisia|Biotechnology|https://www.biotunisia.com|https://www.biotunisia.com/careers|https://www.biotunisia.com/news
2|Tunisia Biotech|Biotechnology|https://www.tunisiabiotech.com|https://www.tunisiabiotech.com/careers|https://www.tunisiabiotech.com/news
3|MedBio|Biotechnology|https://www.medbio.tn|https://www.medbio.tn/careers|https://www.medbio.tn/news
4|BioInnov|Biotechnology|https://www.bioinnov.tn|https://www.bioinnov.tn/careers|https://www.bioinnov.tn/news
5|Genetic Solutions|Biotechnology|https://www.geneticsolutions.tn|https://www.geneticsolutions.tn/careers|https://www.geneticsolutions.tn/news
6|PharmaBiotech|Biotechnology|https://www.pharmabiotech.tn|https://www.pharmabiotech.tn/careers|https://www.pharmabiotech.tn/news
7|AgriBio Tunisia|Biotechnology|https://www.agribiotunisia.com|https://www.agribiotunisia.com/careers|https://www.agribiotunisia.com/news
8|BioHealth Tunisia|Biotechnology|https://www.biohealth.tn|https://www.biohealth.tn/careers|https://www.biohealth.tn/news
9|Innovative Biotech|Biotechnology|https://www.innovativebiotech.tn|https://www.innovativebiotech.tn/careers|https://www.innovativebiotech.tn/news
10|EcoBiotech|Biotechnology|https://www.ecobiotech.tn|https://www.ecobiotech.tn/careers|https://www.ecobiotech.tn/news

|||Pharmaceuticals
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|PharmaTunisia|Pharmaceuticals|https://www.pharmatunisia.com|https://www.pharmatunisia.com/careers|https://www.pharmatunisia.com/news
2|Tunisia Pharma|Pharmaceuticals|https://www.tunisiapharma.tn|https://www.tunisiapharma.tn/careers|https://www.tunisiapharma.tn/news
3|MedPharma|Pharmaceuticals|https://www.medpharma.tn|https://www.medpharma.tn/careers|https://www.medpharma.tn/news
4|BioPharma Tunisia|Pharmaceuticals|https://www.biopharmatunisia.com|https://www.biopharmatunisia.com/careers|https://www.biopharmatunisia.com/news
5|Société Tunisienne de Pharmacie|Pharmaceuticals|https://www.stp.tn|https://www.stp.tn/careers|https://www.stp.tn/news
6|PharmaPlus|Pharmaceuticals|https://www.pharmaplus.tn|https://www.pharmaplus.tn/careers|https://www.pharmaplus.tn/news
7|HealthPharma|Pharmaceuticals|https://www.healthpharma.tn|https://www.healthpharma.tn/careers|https://www.healthpharma.tn/news
8|Tunisian Pharmaceutical Industries|Pharmaceuticals|https://www.tunisianpharmaceuticals.com|https://www.tunisianpharmaceuticals.com/careers|https://www.tunisianpharmaceuticals.com/news
9|Medis|Pharmaceuticals|https://www.medis.tn|https://www.medis.tn/careers|https://www.medis.tn/news
10|PharmaTech|Pharmaceuticals|https://www.pharmatech.tn|https://www.pharmatech.tn/careers|https://www.pharmatech.tn/news

|||Life sciences tools & services
1"Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Life Sciences Tunisia|Life Sciences Tools & Services|https://www.lifesciencestunisia.com|https://www.lifesciencestunisia.com/careers|https://www.lifesciencestunisia.com/news
2|BioTools Tunisia|Life Sciences Tools & Services|https://www.biotoolstunisia.com|https://www.biotoolstunisia.com/careers|https://www.biotoolstunisia.com/news
3|LabTech Tunisia|Life Sciences Tools & Services|https://www.labtechtunisia.com|https://www.labtechtunisia.com/careers|https://www.labtechtunisia.com/news
4|MedTools|Life Sciences Tools & Services|https://www.medtools.tn|https://www.medtools.tn/careers|https://www.medtools.tn/news
5|Tunisia Life Science Solutions|Life Sciences Tools & Services|https://www.tunisialifesciencesolutions.com|https://www.tunisialifesciencesolutions.com/careers|https://www.tunisialifesciencesolutions.com/news
6|BioServices Tunisia|Life Sciences Tools & Services|https://www.bioservicestunisia.com|https://www.bioservicestunisia.com/careers|https://www.bioservicestunisia.com/news
7|Scientific Innovations Tunisia|Life Sciences Tools & Services|https://www.scientificinnovationstunisia.com|https://www.scientificinnovationstunisia.com/careers|https://www.scientificinnovationstunisia.com/news
8|Research Tools Tunisia|Life Sciences Tools & Services|https://www.researchtoolstunisia.com|https://www.researchtoolstunisia.com/careers|https://www.researchtoolstunisia.com/news
9|BioAnalytica|Life Sciences Tools & Services|https://www.bioanalytica.tn|https://www.bioanalytica.tn/careers|https://www.bioanalytica.tn/news
10|Health Sciences Services|Life Sciences Tools & Services|https://www.healthsciencesservices.tn|https://www.healthsciencesservices.tn/careers|https://www.healthsciencesservices.tn/news

|||Financial sector
|||Diversified banks
Ranking|Company Name|Subindustry|Website|Careers Page|News/Information Page
1|Banque Nationale Agricole|Diversified Banks|https://www.bna.tn|https://www.bna.tn/recrutement|https://www.bna.tn/actualites
2|Banque de Tunisie et des Emirats|Diversified Banks|https://www.btee.tn|https://www.btee.tn/recrutement|https://www.btee.tn/actualites
3|Banque de l'Habitat|Diversified Banks|https://www.bh.tn|https://www.bh.tn/recrutement|https://www.bh.tn/actualites
4|Banque Centrale de Tunisie|Diversified Banks|https://www.bct.gov.tn|https://www.bct.gov.tn/recrutement|https://www.bct.gov.tn/actualites
5|Société Tunisienne de Banque|Diversified Banks|https://www.stb.com.tn|https://www.stb.com.tn/recrutement|https://www.stb.com.tn/actualites
6|Banque de la Méditerranée|Diversified Banks|https://www.bm.tn|https://www.bm.tn/recrutement|https://www.bm.tn/actualites
7|Arab Tunisian Bank|Diversified Banks|https://www.atb.tn|https://www.atb.tn/recrutement|https://www.atb.tn/actualites
